Key,한국어원문,위치(Note),en,zh-TW,ja
FMT_CARDMANAGER_054,착탄 {0}개  |  광역  |  크리티컬 +{1}%,RootDesk/MyDesk/Card/CardManager.mlua:18719,,,
FMT_CARDMANAGER_055,타겟 2명  |  넉백  |  타격 유닛 {0}%  |  광역 {1}% 대미지,RootDesk/MyDesk/Card/CardManager.mlua:18724,,,
FMT_CARDMANAGER_056,타겟 {0}명  |  넉백  |  충돌 대상 {1}% 대미지,RootDesk/MyDesk/Card/CardManager.mlua:18726,,,
FMT_CARDMANAGER_057,"착탄 {0}개  |  광역  |  슬로우, 스턴 {1}초  |  슬로우 대상 {2}% 대미지",RootDesk/MyDesk/Card/CardManager.mlua:18730,,,
FMT_CARDMANAGER_058,유지 {0}초  |  광역  |  크리티컬 {1}%  |  슬로우 대상 {2}% 대미지,RootDesk/MyDesk/Card/CardManager.mlua:18735,,,
FMT_CARDMANAGER_059,최대 {0}명 연사  |  추가 타격 {1}% ({2}% 대미지),RootDesk/MyDesk/Card/CardManager.mlua:18741,,,
FMT_CARDMANAGER_060,연사 {0}발  |  강화 확률(화살마다) {1}%  |  강화 시 {2}연타({3}초 간격),RootDesk/MyDesk/Card/CardManager.mlua:18747,,,
FMT_CARDMANAGER_061,추가 공격 대미지 {0}%,RootDesk/MyDesk/Card/CardManager.mlua:18749,,,
FMT_CARDMANAGER_062,타겟 {0}명  |  콤보스택 +1,RootDesk/MyDesk/Card/CardManager.mlua:18751,,,
FMT_CARDMANAGER_063,타겟 {0}명  |  광역  |  콤보스택 +1,RootDesk/MyDesk/Card/CardManager.mlua:18755,,,
FMT_CARDMANAGER_064,타겟 {0}명  |  넉백  |  타격 유닛 {1}% 대미지,RootDesk/MyDesk/Card/CardManager.mlua:18757,,,
FMT_CARDMANAGER_065,타겟 {0}명  |  2연타(70%/50%)  |  {1}% 확률 4연타(60/50/40/30%),RootDesk/MyDesk/Card/CardManager.mlua:18761,,,
FMT_CARDMANAGER_066,타겟 {0}명  |  속박{1}초  |  콤보스택 +1,RootDesk/MyDesk/Card/CardManager.mlua:18763,,,
FMT_CARDMANAGER_067,지속 {0}초  |  2연타(50%/50%)  |  광역,RootDesk/MyDesk/Card/CardManager.mlua:18765,,,
FMT_CARDMANAGER_068,타겟 {0}명  |  콤보스택 +2  |  스턴 {1}초,RootDesk/MyDesk/Card/CardManager.mlua:18767,,,
FMT_CARDMANAGER_069,타겟 {0}명  |  광역  |  2타 대미지 {1}%  |  콤보스택 +1,RootDesk/MyDesk/Card/CardManager.mlua:18769,,,
FMT_CARDMANAGER_070,넉백  |  타격 유닛 {0}%  |  광역 대미지 {1}%,RootDesk/MyDesk/Card/CardManager.mlua:18772,,,
FMT_CARDMANAGER_071,타겟 {0}명  |  콤보스택 +2,RootDesk/MyDesk/Card/CardManager.mlua:18774,,,
FMT_CARDMANAGER_072,타겟 {0}명  |  검기 {1}개  |  콤보스택 +1,RootDesk/MyDesk/Card/CardManager.mlua:18776,,,
FMT_CARDMANAGER_073,타겟 {0}명  |  광역,RootDesk/MyDesk/Card/CardManager.mlua:18782,,,
FMT_CARDMANAGER_074,타겟 {0}명  |  분열 {1}개({2}%),RootDesk/MyDesk/Card/CardManager.mlua:18785,,,
FMT_CARDMANAGER_075,지속 {0}초  |  추적  |  경로상 적 타격,RootDesk/MyDesk/Card/CardManager.mlua:18790,,,
FMT_CARDMANAGER_076,지속 {0}초  |  추적  |  경로상 적 타격  |  소멸 시 폭발 {1}%(광역),RootDesk/MyDesk/Card/CardManager.mlua:18792,,,
FMT_CARDMANAGER_077,타겟 1명  |  광역  |  스턴 {0}초({1}%),RootDesk/MyDesk/Card/CardManager.mlua:18796,,,
FMT_CARDMANAGER_078,타겟 {0}명  |  속박 {1}초(100%)  |  보스·엘리트 지속 1/2,RootDesk/MyDesk/Card/CardManager.mlua:18799,,,
FMT_CARDMANAGER_079,타겟 {0}명  |  지속 {1}초  |  설치 광역(범위 점차 증가),RootDesk/MyDesk/Card/CardManager.mlua:18802,,,
FMT_CARDMANAGER_080,타겟 {0}명  |  지속 {1}초  |  설치 광역(범위 점차 증가)  |  출혈 {2}%/초({3}초),RootDesk/MyDesk/Card/CardManager.mlua:18805,,,
FMT_CARDMANAGER_081,타겟 {0}명  |  관통 {1}마리,RootDesk/MyDesk/Card/CardManager.mlua:18808,,,
FMT_CARDMANAGER_082,타겟 {0}명  |  4연타({1}% × 4)  |  크리 +{2}%,RootDesk/MyDesk/Card/CardManager.mlua:18810,,,
FMT_CARDMANAGER_083,{0}발  |  관통 {1}마리({2}/{3}/{4}/{5}%),RootDesk/MyDesk/Card/CardManager.mlua:18814,,,
FMT_CARDMANAGER_084,타겟 {0}명  |  속박 {1}초(100%)  |  해제 시 추가타 {2}~{3}%  |  보스·엘리트 지속 1/2,RootDesk/MyDesk/Card/CardManager.mlua:18817,,,
FMT_CARDMANAGER_085,"타겟 {0}명  |  광역  |  스톰 {1}초 추적(닿으면 {2}%, 같은 대상 {3}초당 1회)",RootDesk/MyDesk/Card/CardManager.mlua:18820,,,
FMT_CARDMANAGER_086,타겟 {0}명  |  3연타(40/30/30%),RootDesk/MyDesk/Card/CardManager.mlua:18823,,,
FMT_CARDMANAGER_087,타겟 {0}명  |  2연타({1}/{2}%),RootDesk/MyDesk/Card/CardManager.mlua:18826,,,
FMT_CARDMANAGER_088,타겟 {0}명  |  5연타(각 {1}%)  |  광역,RootDesk/MyDesk/Card/CardManager.mlua:18832,,,
FMT_CARDMANAGER_089,타겟 {0}명  |  명중 -{1}%(보스/엘리트 절반)  |  지속 {2}초  |  광역  |  추가 대미지 {3}%,RootDesk/MyDesk/Card/CardManager.mlua:18835,,,
FMT_CARDMANAGER_090,타겟 2명  |  크리티컬 확률 +{0}%  |  광역  |  메소 100%/아이템 50%,RootDesk/MyDesk/Card/CardManager.mlua:18838,,,
FMT_CARDMANAGER_091,메소 폭발  |  2연타(50/50%)  |  스턴 {0}% 확률 {1}초  |  기본 공격 시 30% 확률 메소 드랍,RootDesk/MyDesk/Card/CardManager.mlua:18841,,,
FMT_CARDMANAGER_092,지속 {0}초  |  분신 소환 대미지  |  스킬 {1}%  |  기본공격 {2}%,RootDesk/MyDesk/Card/CardManager.mlua:18843,,,
FMT_CARDMANAGER_093,착탄 {0}개  |  스턴 {1}초,RootDesk/MyDesk/Card/CardManager.mlua:18849,,,
FMT_CARDMANAGER_094,타겟 {0}명  |  3연타({1}/{2}/{3}%),RootDesk/MyDesk/Card/CardManager.mlua:18852,,,
FMT_CARDMANAGER_095,타겟 {0}명  |  명중 -{1}%(보스/엘리트 절반)  |  지속 {2}초  |  광역,RootDesk/MyDesk/Card/CardManager.mlua:18855,,,
FMT_CARDMANAGER_096,타겟 {0}명  |  크리티컬 확률 +{1}%  |  광역,RootDesk/MyDesk/Card/CardManager.mlua:18858,,,
FMT_CARDMANAGER_097,타겟 {0}명  |  메소 드랍 100%  |  아이템 드랍 {1}%,RootDesk/MyDesk/Card/CardManager.mlua:18860,,,
FMT_CARDMANAGER_098,메소 폭발  |  광역  |  기본 공격 시 {0}% 확률로 메소 드랍,RootDesk/MyDesk/Card/CardManager.mlua:18863,,,
FMT_CARDMANAGER_099,지속 {0}초  |  분신 소환 대미지 {1}%,RootDesk/MyDesk/Card/CardManager.mlua:18865,,,
FMT_CARDMANAGER_100,중복 스킬을 획득해 {0} 스킬의 레벨이 올랐습니다!,RootDesk/MyDesk/Card/CardManager.mlua,,,
FMT_CARDMANAGER_101,카드 {0},RootDesk/MyDesk/Card/CardManager.mlua,,,
FMT_EP2MAP2ARENALOGIC_001,다시하기 (-{0}),RootDesk/MyDesk/Ep2Map2ArenaLogic.mlua,,,
FMT_EP2MAP4GALLERYPORTALTRIGGER_001,{0}가 부족합니다 ({1}/{2}),RootDesk/MyDesk/Puzzle/Ep2Map4GalleryPortalTrigger.mlua,,,
FMT_EPISODEREWARDLOGIC_001,EP{0} {1}분 생존!,RootDesk/MyDesk/EpisodeReward/EpisodeRewardLogic.mlua,,,
FMT_EPISODEREWARDLOGIC_002,{0} {1}분 생존 시 열림,RootDesk/MyDesk/EpisodeReward/EpisodeRewardLogic.mlua,,,
FMT_EPISODEREWARDUI_001,"EP{0}
{1}분 생존!",RootDesk/MyDesk/EpisodeReward/EpisodeRewardUI.mlua:180,,,
FMT_EPISODEREWARDUI_002,{0} 달성! 보상을 받으세요,RootDesk/MyDesk/EpisodeReward/EpisodeRewardUI.mlua:231,,,
FMT_EPISODEREWARDUI_003,EP{0}에서 한 판 {1}분을 버티면 받을 수 있어요 (타임어택·무제한 모두),RootDesk/MyDesk/EpisodeReward/EpisodeRewardUI.mlua:234,,,
FMT_EPISODEREWARDUI_004,EP{0}에서 {1}분을 버텨야 받을 수 있어요,RootDesk/MyDesk/EpisodeReward/EpisodeRewardUI.mlua:255,,,
FMT_EPISODEREWARDUI_005,{0} 칸이 가득 찼어요! 정리한 뒤 다시 받아주세요,RootDesk/MyDesk/EpisodeReward/EpisodeRewardUI.mlua:314,,,
FMT_GACHAUI_001,{0} 뽑기,RootDesk/MyDesk/GachaUI.mlua:478,,,
FMT_GACHAUI_002,획득한 {0}!,RootDesk/MyDesk/GachaUI.mlua:480,,,
FMT_GACHAUI_003,{0} 뽑기 X1,RootDesk/MyDesk/GachaUI.mlua:481,,,
FMT_GACHAUI_004,{0} 뽑기 X10,RootDesk/MyDesk/GachaUI.mlua:482,,,
FMT_GACHAUI_005,무료 ({0}),RootDesk/MyDesk/GachaUI.mlua:498,,,
FMT_GAMEOVERUI_001,{0} 점,RootDesk/MyDesk/UI/GameOverUI.mlua:125,,,
FMT_IDLEREWARDUI_001,자동 시간 : {0},RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:195,,,
FMT_IDLEREWARDUI_002,{0} · 진행 보너스 +{1}%,RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:198,,,
FMT_IDLEREWARDUI_003,{0} — 가득 찼어요!),RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:200,,,
FMT_IDLEREWARDUI_004,"장비는 {0}시간마다 1개씩 쌓여요
(다음 장비까지 {1})",RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:250,,,
FMT_IDLEREWARDUI_005,최소 {0}분은 방치해야 받을 수 있어요,RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:291,,,
FMT_IDLEREWARDUI_006,장비 인벤토리가 가득 찼어요! 자리가 없는 장비 {0}개는 사라질 수 있어요,RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:329,,,
FMT_IDLEREWARDUI_007,"자리가 없는 장비 {0}개는 사라져요.
그래도 받을까요?",RootDesk/MyDesk/IdleReward/IdleRewardUI.mlua:333,,,
FMT_LEVELREWARDLOGIC_001,{0} 무기,RootDesk/MyDesk/PlayerLevel/LevelRewardLogic.mlua,,,
FMT_LEVELREWARDLOGIC_002,{0} 장비,RootDesk/MyDesk/PlayerLevel/LevelRewardLogic.mlua,,,
FMT_LEVELREWARDLOGIC_003,레벨 {0} 보상,RootDesk/MyDesk/PlayerLevel/LevelRewardLogic.mlua,,,
FMT_LEVELREWARDUI_001,레벨 {0}이 되면 받을 수 있어요,RootDesk/MyDesk/PlayerLevel/LevelRewardUI.mlua:313,,,
FMT_MAP23ERDASEASTEREGGLOGIC_001,{0} 에르다스가 소환되었다.,RootDesk/MyDesk/Puzzle/Map23ErdasEasterEggLogic.mlua,,,
FMT_MAP24TREASURECHESTLOGIC_001,유물 뽑기권 {0}장 획득!,RootDesk/MyDesk/Puzzle/Map24TreasureChestLogic.mlua,,,
FMT_RAIDLOGIC_001,주간 레이드 {0} 등급 보상 + 반지 강화 주문서 {1}장을 받았어요!,RootDesk/MyDesk/Raid/RaidLogic.mlua:728,,,
FMT_RAIDUI_001,보스 체력  {0}%,RootDesk/MyDesk/Raid/RaidUI.mlua:275,,,
FMT_RANKUI_001,{0}위 밖,RootDesk/MyDesk/UI/RankUI.mlua:245,,,
FMT_RELICUPGRADEUI_001,"{0}
보유 시 {1}{2} — 아직 보유하지 않은 유물입니다",RootDesk/MyDesk/Relic/RelicUpgradeUI.mlua:86,,,
FMT_RELICUPGRADEUI_002,"{0} {1}{2}
최대 레벨입니다",RootDesk/MyDesk/Relic/RelicUpgradeUI.mlua:96,,,
FMT_RELICUPGRADEUI_003,{0}코인,RootDesk/MyDesk/Relic/RelicUpgradeUI.mlua:110,,,
FMT_RELICUPGRADEUI_004,"{0} {1}{2}
다음 레벨: {3}{2}",RootDesk/MyDesk/Relic/RelicUpgradeUI.mlua,,,
FMT_RUNSTARTCONFIRMUI_001,{0} 인벤토리가 가득 찼어요!,RootDesk/MyDesk/UI/RunStartConfirmUI.mlua:79,,,
FMT_SHOPUI_001,다이아 {0},RootDesk/MyDesk/UI/ShopUI.mlua:135,,,
FMT_SKILLUPGRADEUI_001,"다음 레벨: Lv.{0}
{1}",RootDesk/MyDesk/Skill/SkillUpgradeUI.mlua:115,,,
FMT_UICOMPOSEPOPUP_001,"{0}
(최고 등급)",RootDesk/MyDesk/Inventory/UI/UIComposePopup.mlua:667,,,
FMT_UICOMPOSEPOPUP_002,품질 {0} 유지,RootDesk/MyDesk/Inventory/UI/UIComposePopup.mlua:689,,,
FMT_UICOMPOSEPOPUP_003,품질 {0} 승급,RootDesk/MyDesk/Inventory/UI/UIComposePopup.mlua:690,,,
FMT_WORLDCHARACTERSELECTUI_001,"공격력 {0}%
체력 {1}%",RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:206,,,
FMT_WORLDCHARACTERSELECTUI_002,"{0}

장비
({1} / {2})",RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:382,,,
FMT_WORLDCHARACTERSELECTUI_003,"{0}

몬스터 처치
({1} / {2})",RootDesk/MyDesk/UI/WorldCharacterSelectUI.mlua:384,,,
MLUA_ACHIEVEMENTLOGIC_001,초보 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:47,Novice Hunter,,
MLUA_ACHIEVEMENTLOGIC_002,"몬스터 1,000마리 처치",RootDesk/MyDesk/Achievement/AchievementLogic.mlua:47,"Defeat 1,000 monsters",,
MLUA_ACHIEVEMENTLOGIC_003,숙련된 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:48,Skilled Hunter,,
MLUA_ACHIEVEMENTLOGIC_004,"몬스터 10,000마리 처치",RootDesk/MyDesk/Achievement/AchievementLogic.mlua:48,"Defeat 10,000 monsters",,
MLUA_ACHIEVEMENTLOGIC_005,전설의 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:49,Legendary Hunter,,
MLUA_ACHIEVEMENTLOGIC_006,"몬스터 100,000마리 처치",RootDesk/MyDesk/Achievement/AchievementLogic.mlua:49,"Defeat 100,000 monsters",,
MLUA_ACHIEVEMENTLOGIC_007,엘리트 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:50,Elite Hunter,,
MLUA_ACHIEVEMENTLOGIC_008,엘리트 몬스터 10마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:50,Defeat 10 elite monsters,,
MLUA_ACHIEVEMENTLOGIC_009,엘리트 학살자,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:51,Elite Slayer,,
MLUA_ACHIEVEMENTLOGIC_010,엘리트 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:51,Defeat 100 elite monsters,,
MLUA_ACHIEVEMENTLOGIC_011,첫 보스 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:52,First Boss Kill,,
MLUA_ACHIEVEMENTLOGIC_012,보스 몬스터 1회 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:52,,,
MLUA_ACHIEVEMENTLOGIC_013,보스 헌터,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:53,,,
MLUA_ACHIEVEMENTLOGIC_014,보스 몬스터 10회 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:53,,,
MLUA_ACHIEVEMENTLOGIC_015,보스 슬레이어,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:54,,,
MLUA_ACHIEVEMENTLOGIC_016,보스 몬스터 50회 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:54,,,
MLUA_ACHIEVEMENTLOGIC_017,하늘의 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:55,,,
MLUA_ACHIEVEMENTLOGIC_018,비행 몬스터 300마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:55,,,
MLUA_ACHIEVEMENTLOGIC_019,달팽이 박사,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:57,,,
MLUA_ACHIEVEMENTLOGIC_020,달팽이류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:57,,,
MLUA_ACHIEVEMENTLOGIC_021,버섯 채집가,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:58,,,
MLUA_ACHIEVEMENTLOGIC_022,버섯류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:58,,,
MLUA_ACHIEVEMENTLOGIC_023,돼지 몰이꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:59,,,
MLUA_ACHIEVEMENTLOGIC_024,돼지·멧돼지류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:59,,,
MLUA_ACHIEVEMENTLOGIC_025,말랑말랑,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:60,,,
MLUA_ACHIEVEMENTLOGIC_026,슬라임류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:60,,,
MLUA_ACHIEVEMENTLOGIC_027,벌목꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:61,,,
MLUA_ACHIEVEMENTLOGIC_028,스텀프류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:61,,,
MLUA_ACHIEVEMENTLOGIC_029,픽시 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:62,,,
MLUA_ACHIEVEMENTLOGIC_030,픽시류 몬스터 200마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:62,,,
MLUA_ACHIEVEMENTLOGIC_031,식물학자,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:63,,,
MLUA_ACHIEVEMENTLOGIC_032,네펜데스류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:63,,,
MLUA_ACHIEVEMENTLOGIC_033,돌깨는 자,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:64,,,
MLUA_ACHIEVEMENTLOGIC_034,골렘류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:64,,,
MLUA_ACHIEVEMENTLOGIC_035,설원의 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:65,,,
MLUA_ACHIEVEMENTLOGIC_036,예티류 몬스터 100마리 처치,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:65,,,
MLUA_ACHIEVEMENTLOGIC_037,숨은 비밀 발견,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:67,,,
MLUA_ACHIEVEMENTLOGIC_038,이스터에그 1개 발견,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:67,,,
MLUA_ACHIEVEMENTLOGIC_039,탐험가,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:68,,,
MLUA_ACHIEVEMENTLOGIC_040,이스터에그 10개 발견,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:68,,,
MLUA_ACHIEVEMENTLOGIC_041,비밀 수집가,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:69,,,
MLUA_ACHIEVEMENTLOGIC_042,이스터에그 50개 발견,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:69,,,
MLUA_ACHIEVEMENTLOGIC_043,보물 사냥꾼,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:70,,,
MLUA_ACHIEVEMENTLOGIC_044,보물상자 10개 열기,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:70,,,
MLUA_ACHIEVEMENTLOGIC_045,물약 애호가,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:72,,,
MLUA_ACHIEVEMENTLOGIC_046,빨간·하얀 포션 50개 획득,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:72,,,
MLUA_ACHIEVEMENTLOGIC_047,엘릭서 수집가,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:73,,,
MLUA_ACHIEVEMENTLOGIC_048,파워 엘릭서 10개 획득,RootDesk/MyDesk/Achievement/AchievementLogic.mlua:73,,,
